No;Group;Generic name;Canonical_Smiles;PubChem ID;PubMed ID
A_176;Activator;CHEMBL3393134;C1=CC(=CC=C1CO)C#CC2=CC3=C(C=C2Cl)N=C(N3)OCC(=O)O;46190967;25122135
A_177;Activator;CHEMBL3393136;CN1C=CC2=C1C=CC(=C2)C3=CC4=C(C=C3Cl)NC(=N4)SCP(=O)(O)O;45375934;PubChem Bioassay
A_178;Activator;CHEMBL3859268;C1CC(C1)(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765956;PubChem Bioassay
A_179;Activator;CHEMBL3890545;C1=CC(=CC=C1C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl)OCCO;86698818;PubChem Bioassay
A_180;Activator;CHEMBL3891640;C1CC(C1)(C2=C(C=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)F)O;71766240;PubChem Bioassay
A_181;Activator;CHEMBL3891932;C1COCCN1CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765951;PubChem Bioassay
A_182;Activator;CHEMBL3893471;C1COC2=C1C=CC(=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89837114;PubChem Bioassay
A_183;Activator;CHEMBL3893781;C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)O;71765955;27490827
A_184;Activator;CHEMBL3894037;C1COCC1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698822;PubChem Bioassay
A_185;Activator;CHEMBL3894523;CC(C)(CO)C1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;71765803;PubChem Bioassay
A_186;Activator;6 Paradol;CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC;94378;28106738
A_187;Activator;CHEMBL3895195;C1C(CO1)CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89837081;PubChem Bioassay
A_188;Activator;CHEMBL3896030;CC(=O)N1CCC(CC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698815;PubChem Bioassay
A_189;Activator;CHEMBL3897302;CC1=CC=C(C=C1)C2=C(C3=C(NC2=O)SC(=C3C4=C(C5=CC=CC=C5C=C4)O)Cl)O;66937476;27727125
A_190;Activator;CHEMBL3898977;CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC=C(C=C4)N5CCOCC5)Cl)P(=O)(O)O;46194961;27727125
A_191;Activator;CHEMBL3899375;C1CN(CCN1)CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765954;PubChem Bioassay
A_192;Activator;CHEMBL3900623;COC1=CC(=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)F;86698676;PubChem Bioassay
A_193;Activator;CHEMBL3900958;CC(C)(CO)C1=C(C=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)NS(=O)(=O)C)Cl)OC;86698863;PubChem Bioassay
A_194;Activator;CHEMBL3903116;C1CC(C1)(CO)C2=CC(=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)F;89837089;PubChem Bioassay
A_195;Activator;CHEMBL3903760;C1C(CO1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F)O;86698626;PubChem Bioassay
A_196;Activator;CHEMBL3904166;C1CCC(C1)(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;89836987;PubChem Bioassay
A_197;Activator;6,8-diprenylgenistein;CC(=CCC1=C(C(=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)CC=C(C)C)O)C;480783;26694457
A_198;Activator;CHEMBL3905643;C1C(CO1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)O;86698577;PubChem Bioassay
A_199;Activator;CHEMBL3906267;CC1=NOC(=C1)C2=C(C3=CC(=C(C=C3NC2=O)Cl)C4=CC=C(C=C4)N(C)C)O;136183528;PubChem Bioassay
A_200;Activator;CHEMBL3908241;COC1=C(C=CC(=N1)N2CCC(C2)O)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766245;PubChem Bioassay
A_201;Activator;CHEMBL3909286;CC(C)(CO)COC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;89840526;PubChem Bioassay
A_202;Activator;CHEMBL3910014;COC1CCN(C1)C2=NC(=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)OC;71766244;PubChem Bioassay
A_203;Activator;CHEMBL3912567;C1CC(C1)(CO)C2=CC(=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)F)F;89837011;PubChem Bioassay
A_204;Activator;CHEMBL3913606;C1CCOC(C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)F;71767990;PubChem Bioassay
A_205;Activator;CHEMBL3914710;CC(C)(C1CCC(CC1)OC2=NC3=NC(=C(C=C3N2)Cl)C4=CC=C(C=C4)C5(CC5)CO)C(=O)O;90275411;PubChem Bioassay
A_206;Activator;CHEMBL3915611;C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)F)O;118672966;PubChem Bioassay
A_207;Activator;CHEMBL3916127;C1=CC(=CC=C1CCO)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl;89837029;PubChem Bioassay
A_208;Activator;6-Gingerol;CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O;442793;27048379
A_209;Activator;CHEMBL3916168;CS(=O)(=O)NC(=O)C1=CNC2=CC(=C(C=C21)C3=CC=C(C=C3)C4(CCC4)O)Cl;71767986;PubChem Bioassay
A_210;Activator;CHEMBL3917068;COC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;71765801;27490827
A_211;Activator;CHEMBL3917205;COC1CCN(CC1)CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;90422033;PubChem Bioassay
A_212;Activator;CHEMBL3918226;CC1=CC2=C(C=C1C3=CC=C(C=C3)C4(CC4)CO)C(=CN2)C(=O)O;86698642;PubChem Bioassay
A_213;Activator;CHEMBL3918798;C1CC(C1)(C2=CC(=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)F)O;71767832;PubChem Bioassay
A_214;Activator;CHEMBL3919304;C1=CC(=CC=C1CO)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;86698571;27490827
A_215;Activator;CHEMBL3921758;C1=CC(=CC=C1C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)OCCO;71766100;PubChem Bioassay
A_216;Activator;CHEMBL3921896;C1=CC(=CN=C1)COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698782;PubChem Bioassay
A_217;Activator;CHEMBL3922534;CC1=CC2=C(C=C1C3=CC=C(C=C3)C4(CCC4)O)C(=CN2)C(=O)O;86698662;PubChem Bioassay
A_218;Activator;CHEMBL3923669;C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl)O;86698800;PubChem Bioassay
A_219;Activator; 2-arachidonoylglycerol;CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO;5282280;28661046
A_220;Activator;6-mercaptopurine;C1=NC2=C(N1)C(=S)N=CN2;667490;28574837
A_221;Activator;CHEMBL3924398;CN1CCN(CC1)CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89837113;PubChem Bioassay
A_222;Activator;CHEMBL3927465;C1C(CO1)CCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89836998;PubChem Bioassay
A_223;Activator;CHEMBL3927536;C1CC2=C(C1)C=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698814;PubChem Bioassay
A_224;Activator;CHEMBL3927673;COC1=C(C=CC(=C1)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl)C4(CCC4)O;89837014;PubChem Bioassay
A_225;Activator;CHEMBL3928208;C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)F)O;71767831;PubChem Bioassay
A_226;Activator;CHEMBL3929404;C1COCCC1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;89837084;PubChem Bioassay
A_227;Activator;CHEMBL3930006;C1=CN(N=C1)CCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765797;PubChem Bioassay
A_228;Activator;CHEMBL3931350;C1CC(C1)(C2=CC=C(C=C2)C3=CC4=C(C=C3C#N)NC=C4C(=O)O)O;86698599;PubChem Bioassay
A_229;Activator;CHEMBL3931591;COC1=C(C=CC(=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)C4CC(C4)O;89836981;PubChem Bioassay
A_230;Activator;CHEMBL3931764;C1CC1(CO)C2=CC=C(C=C2)C3=CC4=C(C=C3C#N)NC=C4C(=O)O;86698632;PubChem Bioassay
A_231;Activator;6-Methyl-7-O-methylaromadendrin;CC1=C(C=C2C(=C1O)C(=O)C(C(O2)C3=CC=C(C=C3)O)O)OC;102004632;27048379
A_232;Activator;CHEMBL3933251;COC1=C(C=CC(=N1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)N4CCC(C4)O;89837224;PubChem Bioassay
A_233;Activator;CHEMBL3936111;C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl)O;86698802;PubChem Bioassay
A_234;Activator;CHEMBL3936376;COC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3C(=O)O;134149170;27490827
A_235;Activator;CHEMBL3937304;COC1=C(C=CC(=C1)C2(COC2)O)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;118672956;PubChem Bioassay
A_236;Activator;CHEMBL3939922;C1CC(OC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;125481983;PubChem Bioassay
A_237;Activator;CHEMBL3939980;CC(COC)OC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;89837027;PubChem Bioassay
A_238;Activator;CHEMBL3940126;C1COCCC1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766097;PubChem Bioassay
A_239;Activator;CHEMBL3940764;C1CC1(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F;71766239;PubChem Bioassay
A_240;Activator;CHEMBL3941660;C1COCCN1C2=CC(=C(C(=C2)F)C3=C(C=C4C(=N3)C=C(N4)OC5COC6C5OCC6O)F)F;118243528;27727125
A_241;Activator;CHEMBL3942706;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=C(C=C(C=C6)C#N)F)O;90067292;27727125
A_242;Activator;6-O-cinnamoyl-D-glucopyranose;C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)O)O)O)O;129887079;24899913
A_243;Activator;CHEMBL3942768;CCOC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl;86698797;PubChem Bioassay
A_244;Activator;CHEMBL3946228;C1=CC(=CC=C1CO)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)F;86698581;PubChem Bioassay
A_245;Activator;CHEMBL3946470;C1=CN=C(N=C1)COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89836988;PubChem Bioassay
A_246;Activator;CHEMBL3947378;CN1CCC(CC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698812;PubChem Bioassay
A_247;Activator;CHEMBL3947536;CC1(CC(NC2=C1C=C(C=C2)C(F)(F)F)C3=CC=CC=C3NS(=O)(=O)C4=CC=CC(=C4)F)C;56967069;27727125
A_248;Activator;CHEMBL3948331;C1=CC(=CC=C1C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)OCCCO;71765802;PubChem Bioassay
A_249;Activator;CHEMBL3948897;CN1CCC(C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698741;PubChem Bioassay
A_250;Activator;CHEMBL3949803;C1CC(OC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;117705281;PubChem Bioassay
A_251;Activator;CHEMBL3949999;C1COCCC1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)S(=O)(=O)O)Cl;86698836;PubChem Bioassay
A_252;Activator;CHEMBL3950813;C1CC1(C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)C(=O)O;86698770;PubChem Bioassay
A_253;Activator;6-Shogaol;CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC;5281794;28106738
A_254;Activator;CHEMBL3951995;C1=CC(=C(C=C1OCCO)F)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;86698766;PubChem Bioassay
A_255;Activator;CHEMBL3954907;CC(=O)N1CC(C1)COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698588;PubChem Bioassay
A_256;Activator;CHEMBL3954929;CN1CCN(CC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698804;PubChem Bioassay
A_257;Activator;CHEMBL3957286;C1C(C2C(O1)C(CO2)OC3=NC4=C(N3)C=C(C(=C4)C5=CC=C(C=C5)C6=C(C=CC=C6O)O)Cl)O;118640135;PubChem Bioassay
A_258;Activator;CHEMBL3957809;C1C(CC1O)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766099;PubChem Bioassay
A_259;Activator;CHEMBL3959081;CC1=C(C=C(C=C1)OC2=NC3=NC(=C(C=C3N2)Cl)C4=CC=C(C=C4)N5CCCC5)C(=O)O;60171744;PubChem Bioassay
A_260;Activator;CHEMBL3959148;C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F)O;71767833;PubChem Bioassay
A_261;Activator;CHEMBL3960114;CC(C)(C1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl)O;86698801;PubChem Bioassay
A_262;Activator;CHEMBL3960657;CC1=C(C=CC(=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)C4(CCC4)O;89837048;PubChem Bioassay
A_263;Activator;CHEMBL3961804;C1CC(C1)(CO)C2=C(C=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl)F;89837003;PubChem Bioassay
A_264;Activator;7-O-methylaromadendrin;COC1=CC(O)=C2C(=O)C(O)C(OC2=C1)C1=CC=C(O)C=C1;NN;27048379
A_265;Activator;CHEMBL3963444;COC1=C(C=CC(=C1)C2=C(C=C3C(=C2F)C(=CN3)C(=O)O)F)C4(CCC4)O;89856554;PubChem Bioassay
A_266;Activator;CHEMBL3965416;COC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3C(=O)NC(CO)C4=CC=CC=C4;134150185;27490827
A_267;Activator;CHEMBL3965435;CCCCCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCN;134150561;29057053
A_268;Activator;CHEMBL3967075;C1C(CO1)(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766095;PubChem Bioassay
A_269;Activator;CHEMBL3968108;C1=CC(=C(C=C1C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)F)OCCCO;86698705;PubChem Bioassay
A_270;Activator;CHEMBL3968290;CC(C)(C1=CC=C(C=C1)C2=CC3=C(C=C2Cl)NC(=N3)OC4CC(C(OC4)CO)O)O;134150934;27727125
A_271;Activator;CHEMBL3968429;C1CCC2=C(C1)C=CC(=C2O)C3=C(SC4=C3C(=C(C(=O)N4)C5=CC=CC=C5)O)Cl;72700732;27727125
A_272;Activator;CHEMBL3969396;CC(C1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl)(C(F)(F)F)O;86698807;PubChem Bioassay
A_273;Activator;CHEMBL3970427;C1CNC1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;89837050;PubChem Bioassay
A_274;Activator;CHEMBL3971513;C1=CC(=CC=C1C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)OCC(=O)N;86698735;PubChem Bioassay
A_275;Activator;8-chloro-cyclic AMP;C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Cl)N)O)OP(=O)(O1)O;100299;26043699
A_276;Activator;CHEMBL3971682;C1C(CC1O)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;89836984;PubChem Bioassay
A_277;Activator;CHEMBL3972626;CC(C)(CO)C1=C(C=C(C=C1)C2=CC3=C(C=C2Cl)N=CC3C(=O)O)OC;118672957;PubChem Bioassay
A_278;Activator;CHEMBL3974541;C1COCC(=O)N1CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698694;PubChem Bioassay
A_279;Activator;CHEMBL3975011;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698674;PubChem Bioassay
A_280;Activator;CHEMBL3975761;COC1=C(C=CC(=N1)N2CCC(C2)O)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698856;PubChem Bioassay
A_281;Activator;CHEMBL3975968;C1CC(NC1)COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;86698683;PubChem Bioassay
A_282;Activator;CHEMBL3976646;CC(C)(CO)C1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=NN3)C(=O)O)Cl;86698813;PubChem Bioassay
A_283;Activator;CHEMBL3976662;C1C(CO1)COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765957;PubChem Bioassay
A_284;Activator;CHEMBL3977063;COC1=C(C=CC(=N1)N2CCOCC2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766242;PubChem Bioassay
A_285;Activator;CHEMBL3978662;CN(CCO)C1=NC(=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)OC;90421884;PubChem Bioassay
A_286;Activator;8-Hydroxy-2-deoxyguanosine;C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)CO)O;135440064;28754587
A_287;Activator;CHEMBL3979403;CN1C=CC2=C1C=CC(=C2)C3=C(C=C4C(=C3)C(=C(N4)O)C(=O)C5=CC(=NO5)OC)Cl;137000385;PubChem Bioassay
A_288;Activator;CHEMBL3979636;C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Br)O;86698728;PubChem Bioassay
A_289;Activator;CHEMBL3980011;CC(C)(CO)C1=C(C=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl)O;89837077;PubChem Bioassay
A_290;Activator;CHEMBL3983491;CN1CCN(CC1=O)CCCOC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;90421956;PubChem Bioassay
A_291;Activator;CHEMBL3983520;CC(=O)NCCOC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;86698591;PubChem Bioassay
A_292;Activator;CHEMBL3983545;CC(=O)N1CCN(CC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698805;PubChem Bioassay
A_293;Activator;CHEMBL3983982;CC(CO)OC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;89837211;PubChem Bioassay
A_294;Activator;CHEMBL3984291;C1CC(C1)(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)F;89837154;PubChem Bioassay
A_295;Activator;CHEMBL3985144;COCCOC1=CC=C(C=C1)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;71765798;29466005
A_296;Activator;CHEMBL3985364;C1COC1COC2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71765799;PubChem Bioassay
A_297;Activator;8-prenylnaringenin;CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C;480764;28431322
A_298;Activator;CHEMBL3985618;C1COCCN1C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=NN4)C(=O)O)Cl;86698826;PubChem Bioassay
A_299;Activator;CHEMBL3986249;C1CC1(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71767830;PubChem Bioassay
A_300;Activator;CHEMBL3994643;C1=CC(=CC=C1CCO)C2=C(C=C3C(=C2)C(=CN3)C(=O)O)Cl;71767834;PubChem Bioassay
A_301;Activator;CHEMBL4059813;C1CCOC(C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F;137637206;PubChem Bioassay
A_302;Activator;CHEMBL4066628;CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)C4=CC=C(C=C4)C5=CC=NN5)Cl)C(=O)O;70903174;PubChem Bioassay
A_303;Activator;CHEMBL4071158;C1=CC=C(C(=C1)C2=CC=C(C=C2)C3=CC4=C(C=C3Cl)NC(=N4)SC5=CC=CC(=C5)C(=O)O)O;137640104;PubChem Bioassay
A_304;Activator;CHEMBL4071175;C1=CC=C(C=C1)C#CC2=CC3=C(C=C2Cl)N=C(N3)OC4=CC(=C(C=C4)Cl)C(=O)O;137640245;PubChem Bioassay
A_305;Activator;CHEMBL4071467;C1=CC=C(C=C1)C#CC2=CC3=C(C=C2Cl)N=C(N3)SCC(=O)O;46190897;PubChem Bioassay
A_306;Activator;CHEMBL4078549;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC4=C(C=C3Cl)NC(=N4)OC5=CC(=C(C=C5)Cl)C(=O)O;137649820;PubChem Bioassay
A_307;Activator;CHEMBL4088692;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC4=C(C=C3Cl)NC(=N4)SCC(=O)O;46190896;PubChem Bioassay
A_308;Activator;A23187;CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC;40486;28035400
A_309;Activator;CHEMBL4091973;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC4=C(C=C3Cl)NC(=N4)OC5=CC=CC(=C5)C(=O)O;68659463;PubChem Bioassay
A_310;Activator;CHEMBL4104303;CC1=C(C=C(C=C1)OC2=NC3=C(N2)C=C(C(=C3)Cl)C#CC4=CC=CC=C4)C(=O)O;59267750;PubChem Bioassay
A_311;Activator;CHEMBL4105032;C1CCOC(C1)C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F;121396404;PubChem Bioassay
A_312;Activator;CHEMBL4106759;CS(=NC1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl)(=O)N7CCC7;118864055;PubChem Bioassay
A_313;Activator;CHEMBL4107245;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=C(C=C6)CCCC(=O)O)O;118424618;PubChem Bioassay
A_314;Activator;CHEMBL4107362;CC(C)(CN1CC2=CN(N=C2C1)C3=CC=C(C=C3)C4=C(C=C5C(=N4)N=C(N5)OC6COC7C6OCC7O)Cl)O;90067163;PubChem Bioassay
A_315;Activator;CHEMBL4107500;COC1=C(C=CC(=N1)N2CCC(C2)O)C3=C(C=C4C(=C3)C(=CN4)C(=O)O)Cl;71766388;PubChem Bioassay
A_316;Activator;CHEMBL4107904;CN(C)S(=NCC1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl)(=O)C;118863955;PubChem Bioassay
A_317;Activator;CHEMBL4107956;C1CC(OC1)C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F;129012566;PubChem Bioassay
A_318;Activator;CHEMBL4108031;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=C(C=C6)N7C=NC(=O)N7)O;118424640;PubChem Bioassay
A_319;Activator;Abscisic Acid;CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C;5375199;32526875
A_320;Activator;CHEMBL4108071;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=C(C=C6)N7C=C(N=N7)C(C(F)(F)F)(O)O)O;90067423;PubChem Bioassay
A_321;Activator;CHEMBL4108236;CCN(C)S(=NC1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl)(=O)C;118863960;PubChem Bioassay
A_322;Activator;CHEMBL4108269;CC(C)NC(=O)OC1CCC(CC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl;121596276;PubChem Bioassay
A_323;Activator;CHEMBL4108309;CCN(CC)C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl;118424631;PubChem Bioassay
A_324;Activator;CHEMBL4108349;CNS(=NC)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl;118863956;PubChem Bioassay
A_325;Activator;CHEMBL4108503;C1CN(S(=N)(=O)C1)CC2=CC=C(C=C2)C3=CC=C(C=C3)C4=C(C=C5C(=N4)N=C(N5)OC6COC7C6OCC7O)Cl;118863964;PubChem Bioassay
A_326;Activator;CHEMBL4108810;C=CCOC1COC2C1OCC2OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=CC=C6;90067327;PubChem Bioassay
A_327;Activator;CHEMBL4108868;CNS(=NC1=CN=C(C=C1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl)(=O)C;118863965;PubChem Bioassay
A_328;Activator;CHEMBL4109075;C1CC(C1)(CO)C2=CC=C(C=C2)C3=C(C=C4C(=C3F)C(=CN4)C(=O)O)F;71767988;PubChem Bioassay
A_329;Activator;CHEMBL4109595;C1CC(CCC1C2=CC=C(C=C2)C3=C(C=C4C(=N3)N=C(N4)OC5COC6C5OCC6O)Cl)OC(=O)N7CCOCC7;121596274;PubChem Bioassay
A_330;Activator;(-)-Hydroxycitric acid;C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O;123908;30827101
A_331;Activator;ACN-S002960;C1C(C2C(O1)C(CO2)OC3=NC4=NC(=C(C=C4N3)Cl)C5=CC=C(C=C5)C6=CC=C(C=C6)C7=NOC(=O)N7)O;137292484;PubChem Bioassay
